Wall time,Step,Value
1556996418.786364,1,0.667888879776001
1556996660.3634145,2,0.6683333516120911
1556996887.3704927,3,0.6692222356796265
1556997114.9929016,4,0.6692222356796265
1556997341.2252412,5,0.6845555305480957
1556997570.0598395,6,0.68022221326828
1556997797.020179,7,0.6868888735771179
1556998023.4055378,8,0.6928889155387878
1556998253.325306,9,0.6980000138282776
1556998479.6790266,10,0.6966666579246521
1556998710.3410103,11,0.703000009059906
1556998953.9629126,12,0.7206666469573975
1556999193.937936,13,0.7232221961021423
1556999436.7108831,14,0.7351111173629761
1556999685.5158894,15,0.7441111207008362
1556999931.6044261,16,0.75
1557000179.4647892,17,0.7598888874053955
1557000421.4735947,18,0.7593333125114441
1557000668.2934759,19,0.7784444689750671
1557000912.9688487,20,0.7812222242355347
1557001156.393764,21,0.7817777991294861
1557001406.6329582,22,0.7929999828338623
1557001646.8515942,23,0.7958889007568359
1557001892.9392183,24,0.7946666479110718
1557002138.8309827,25,0.8084444403648376
1557002385.2893758,26,0.8149999976158142
1557002632.5371609,27,0.8115555644035339
1557002877.7052152,28,0.824222207069397
1557003124.5659747,29,0.8174444437026978
1557003370.9034178,30,0.8159999847412109
1557003615.8562853,31,0.820888876914978
1557003864.415799,32,0.8349999785423279
1557004111.362027,33,0.8303333520889282
1557004359.6077685,34,0.8312222361564636
1557004606.7098432,35,0.8370000123977661
1557004851.370718,36,0.8407777547836304
1557005097.9500887,37,0.8429999947547913
1557005342.6222517,38,0.8474444150924683
1557005588.9680858,39,0.8463333249092102
1557005840.137145,40,0.8517777919769287
1557006088.3139927,41,0.8506666421890259
1557006337.6769109,42,0.854888916015625
1557006576.700796,43,0.8458889126777649
1557006815.161377,44,0.8544444441795349
1557007047.522301,45,0.8558889031410217
1557007285.0661554,46,0.8585555553436279
1557007515.664783,47,0.8542222380638123
1557007739.1641586,48,0.8594444394111633
1557007963.2753384,49,0.8621110916137695
1557008189.703775,50,0.8621110916137695
1557008417.0139282,51,0.8611111044883728
1557008642.2957327,52,0.8606666922569275
1557008868.126362,53,0.8661110997200012
1557009094.047961,54,0.8638888597488403
1557009318.6849723,55,0.8655555844306946
1557009547.5776203,56,0.8650000095367432
1557009772.5055373,57,0.86644446849823
1557009997.9462914,58,0.8650000095367432
1557010221.9265132,59,0.8628888726234436
1557010446.679486,60,0.8653333187103271
1557010671.289506,61,0.8647778034210205
1557010895.8705335,62,0.8683333396911621
1557011121.413255,63,0.866777777671814
1557011347.3298547,64,0.8676666617393494
1557011573.182476,65,0.8682222366333008
1557011797.29267,66,0.8702222108840942
1557012024.4898472,67,0.8659999966621399
1557012249.7226675,68,0.870555579662323
1557012473.7648835,69,0.8730000257492065
1557012700.1723125,70,0.8709999918937683
1557012924.5124187,71,0.8722222447395325
1557013150.2910638,72,0.8715555667877197
1557013373.8314264,73,0.8711110949516296
1557013599.6680532,74,0.874666690826416
1557013826.418387,75,0.874666690826416
1557014051.853142,76,0.8711110949516296
1557014276.0463085,77,0.8732222318649292
1557014502.4417427,78,0.8701111078262329
1557014735.841946,79,0.8764444589614868
1557014970.8886194,80,0.8764444589614868
1557015197.1611073,81,0.8713333606719971
1557015421.983059,82,0.8737778067588806
1557015647.876667,83,0.8736666440963745
1557015871.035152,84,0.8767777681350708
1557016095.331272,85,0.875333309173584
1557016321.4208176,86,0.8756666779518127
1557016546.7765982,87,0.8765555620193481
1557016770.8617866,88,0.8741111159324646
1557016998.0609884,89,0.8733333349227905
1557017221.078507,90,0.8755555748939514
1557017445.9204524,91,0.8747777938842773
1557017672.2399228,92,0.8757777810096741
1557017896.9938955,93,0.878000020980835
1557018121.9887924,94,0.8776666522026062
1557018346.093975,95,0.8766666650772095
1557018570.481065,96,0.8777777552604675
1557018796.0417798,97,0.8788889050483704
1557019021.1116533,98,0.8777777552604675
1557019245.9196212,99,0.8751111030578613
1557019473.3857274,100,0.8776666522026062
1557019698.9694202,101,0.8742222189903259
1557019922.1808896,102,0.8757777810096741
1557020150.075856,103,0.8799999952316284
1557020378.0627925,104,0.8748888969421387
1557020604.8970983,105,0.8795555830001831
1557020828.5864143,106,0.8756666779518127
1557021052.5506403,107,0.8757777810096741
1557021279.1570206,108,0.8775555491447449
1557021503.292192,109,0.8788889050483704
1557021726.3987076,110,0.8761110901832581
1557021952.8011382,111,0.8785555362701416
1557022177.0562718,112,0.8796666860580444
